date,hour,Incident,Line,Direction,Cause,Delay,delay_collapsed
2015-10-27,10, A Vienna-bound Orange Line train at Eastern Market was delayed 6 minutes due to a brake problem.,Orange,Vienna,a brake problem,6,6
2015-10-27,12, A Largo Town Center-bound Silver Line train at Clarendon was delayed 5 minutes due to a door problem.,Silver,Largo Town Center,a door problem,5,5
2015-10-27,17, A Huntington-bound Yellow Line train at King Street was rerouted to Franconia-Springfield for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.,Yellow,Huntington,was rerouted to Franconia-Springfield for schedule adherence/improved train spacing,6,6
2015-10-27,18, A Wiehle-Reston East-bound Silver Line train at Ballston was expressed for schedule adherence/improved train spacing.,Silver,Wiehle-Reston East,expressed for schedule adherence/improved train spacing,,
2015-10-27,19, A Glenmont-bound Red Line train at Metro Center was offloaded due to a brake problem. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 21-minute delay.,Red,Glenmont,a brake problem,21,21
2015-10-28,6, A Franconia-Springfield-bound Yellow Line train at U Street was delayed 6 minutes due to a signal problem.,Yellow,Franconia-Springfield,a signal problem,6,14
2015-10-28,7, A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.,Green,Branch Avenue,expressed for schedule adherence/improved train spacing,,
2015-10-28,11, A New Carrollton-bound Orange Line train at Clarendon was offloaded due to a door problem. Passengers experienced a 17-minute delay.,Orange,New Carrollton,a door problem,17,17
2015-10-28,13, A New Carrollton-bound Orange Line train at Clarendon was offloaded due to a door problem. Passengers experienced a 4-minute delay.,Orange,New Carrollton,a door problem,4,4
2015-10-28,14, A Huntington-bound Yellow Line train at Shaw-Howard University was offloaded due to a door problem. Passengers experienced a 14-minute delay.,Yellow,Huntington,a door problem,14,14
2015-10-28,16, A Mt. Vernon Square-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.,Yellow,Mt. Vernon Square,expressed for schedule adherence/improved train spacing,,8
2015-10-28,17, A New Carrollton-bound Orange Line train at Clarendon was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Orange,New Carrollton,a brake problem,8,8
2015-10-28,18, A Glenmont-bound Red Line train at Rhode Island Avenue was expressed for schedule adherence/improved train spacing.,Red,Glenmont,expressed for schedule adherence/improved train spacing,,14
2015-10-28,19, A Branch Avenue-bound Green Line train at Greenbelt did not service the station due to an operational problem.  Passengers experienced a 9-minute delay.,Green,Branch Avenue,an operational problem,9,9
2015-10-28,20, A Huntington-bound Yellow Line train at Columbia Heights was offloaded due to a track problem. Several trains were single tracked around the incident. Passengers experienced delays up to 15 minutes until approximately 10:45 p.m.,Yellow,Huntington,a track problem,15,15
2015-10-28,21, A Glenmont-bound Red Line train at Shady Grove was delayed 5 minutes due to a brake problem.,Red,Glenmont,a brake problem,5,5
2015-10-29,6," A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.",Yellow,Mt. Vernon Square,did not operate,6,6
2015-10-29,7, A Silver Spring-bound Red Line train at Tenleytown was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Red,Silver Spring,a brake problem,3,3
2015-10-29,8, A Largo Town Center-bound Blue Line train at Foggy Bottom was offloaded due to an equipment problem. Passengers experienced a 9-minute delay.,Blue,Largo Town Center,an equipment problem,9,15
2015-10-29,9, A Shady Grove-bound Red Line train at Gallery Place was delayed 5 minutes due to a brake problem.,Red,Shady Grove,a brake problem,5,5
2015-10-29,15, A Branch Avenue-bound Green Line train at Waterfront was delayed 4 minutes due to police activity.,Green,Branch Avenue,police activity,4,4
2015-10-29,16, A Wiehle-Reston East-bound Silver Line train at Capitol South was delayed 8 minutes due to police activity.,Silver,Wiehle-Reston East,police activity,8,28
2015-10-29,17, A Huntington-bound Yellow Line train at Archives was offloaded due to a door problem. Passengers experienced an 8-minute delay.,Yellow,Huntington,a door problem,8,8
2015-10-29,19, A Shady Grove-bound Red Line train at Farragut North was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a door problem,6,15
2015-10-29,21, A Glenmont-bound Red Line train at Farragut North was delayed 7 minutes due to maintenance activity.,Red,Glenmont,maintenance activity,7,7
2015-10-29,23, A Vienna-bound Orange Line train at McPherson Square was delayed 9 minutes due to an unauthorized person on the track.,Orange,Vienna,an unauthorized person on the track,9,9
2015-10-30,5, A New Carrollton-bound Orange Line train at Vienna was delayed 13 minutes due to unscheduled track maintenance.,Orange,New Carrollton,unscheduled track maintenance,13,39
2015-10-30,6," A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.",Blue,Largo Town Center,did not operate,8,13
2015-10-30,7," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,24
2015-10-30,8, A Shady Grove-bound Red Line train at Silver Spring was rerouted to Glenmont for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.,Red,Shady Grove,was rerouted to Glenmont for schedule adherence/improved train spacing,6,12
2015-10-30,9, A Silver Spring-bound Red Line train at NoMa-Gallaudet did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Red,Silver Spring,an operational problem,6,6
2015-10-30,11, A Glenmont-bound Red Line train at Wheaton was delayed 5 minutes due to a signal problem.,Red,Glenmont,a signal problem,5,5
2015-10-30,14, A Grosvenor-Strathmore-bound Red Line train at Silver Spring was delayed 6 minutes due to an equipment problem.,Red,Grosvenor-Strathmore,an equipment problem,6,6
2015-10-30,15, A Largo Town Center-bound Blue Line train at Foggy Bottom was offloaded due to an equipment problem. A New Carrollton-bound Orange Line train at Foggy Bottom was offloaded and used to recover the incident train. Several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 45 minutes.,Blue,Largo Town Center-bound Blue Line train at Foggy Bottom was offloaded due to an equipment problem. A New Carrollton,an equipment problem,45,45
2015-10-30,16, A Shady Grove-bound Red Line train at Takoma was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a brake problem,6,6
2015-10-30,17, A Glenmont-bound Red Line train at Medical Center did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.,Red,Glenmont,an operational problem,6,24
2015-10-30,18, A Branch Avenue-bound Green Line train at Georgia Avenue-Petworth did not service the station due to an operational problem.  Passengers experienced a 7-minute delay.,Green,Branch Avenue,an operational problem,7,7
2015-10-30,19, A Greenbelt-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,5
2015-10-31,7, A Vienna-bound Orange Line train at Eastern Market was delayed 26 minutes due to unscheduled track maintenance.,Orange,Vienna,unscheduled track maintenance,26,26
2015-10-31,11, A Vienna-bound Orange Line train at Dunn Loring was delayed 4 minutes due to a door problem.,Orange,Vienna,a door problem,4,4
2015-10-31,19, A Glenmont-bound Red Line train at Van Ness was delayed 6 minutes due to a door problem.,Red,Glenmont,a door problem,6,16
2015-10-31,20," A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 24-minute gap in service.",Yellow,Huntington,did not operate,24,24
2015-11-01,5, A Glenmont-bound Red Line train at Farragut North reported a medical emergency. The train was offloaded and other trains single tracked around the incident. Passengers experienced delays up to 30 minutes.,Red,Glenmont,,30,30
2015-11-01,13, A Shady Grove-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced an 18-minute delay.,Red,Shady Grove,a brake problem,18,18
2015-11-01,16, A Branch Avenue-bound Green Line train at U Street was offloaded due to a person struck by the train. Several trains were single tracked around the incident train. Passengers experienced a 17-minute delay.,Green,Branch Avenue,a person struck by the train,17,17
2015-11-01,20, A Greenbelt-bound Green Line train at Southern Avenue was delayed 4 minutes due to a door problem.,Green,Greenbelt,a door problem,4,4
2015-11-01,22, A Branch Avenue-bound Green Line train at Naylor Road was offloaded due to police activity. Passengers experienced an 18-minute delay.,Green,Branch Avenue,police activity,18,18
2015-11-02,6," A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.",Blue,Largo Town Center,did not operate,8,8
2015-11-02,7, A Wiehle-Reston East-bound Silver Line train at Clarendon was delayed 4 minutes due to an unattended package.,Silver,Wiehle-Reston East,an unattended package,4,9
2015-11-02,8, A Grosvenor-Strathmore-bound Red Line train at Bethesda was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.,Red,Grosvenor-Strathmore,an equipment problem,3,14
2015-11-02,9, A Glenmont-bound Red Line train at Judiciary Square was offloaded due to a brake problem. Passengers experienced a 5-minute delay.,Red,Glenmont,a brake problem,5,5
2015-11-02,13, A Silver Spring-bound Red Line train at NoMa-Gallaudet was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Red,Silver Spring,an equipment problem,6,6
2015-11-02,15, A Silver Spring-bound Red Line train at Brookland was expressed for schedule adherence/improved train spacing.,Red,Silver Spring,expressed for schedule adherence/improved train spacing,,
2015-11-02,16, A Silver Spring-bound Red Line train at Rhode Island Avenue was offloaded due to a door problem. Passengers experienced a 7-minute delay.,Red,Silver Spring,a door problem,7,13
2015-11-02,17, A Greenbelt-bound Green Line train at West Hyattsville was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,
2015-11-02,18, A Glenmont-bound Red Line train at Brookland was delayed 5 minutes due to an operational problem.,Red,Glenmont,an operational problem,5,5
2015-11-03,6," A Glenmont-bound Red Line train at Rhode Island Avenue did not operate, resulting in a 6-minute gap in service.",Red,Glenmont,did not operate,6,6
2015-11-03,7, A Shady Grove-bound Red Line train at Bethesda did not service the station due to an escalator problem.  Passengers experienced a 6-minute delay.,Red,Shady Grove,an escalator problem,6,12
2015-11-03,8, A New Carrollton-bound Orange Line train at L'Enfant Plaza was delayed 4 minutes due to a door problem.,Orange,New Carrollton,a door problem,4,16
2015-11-03,9," A Mt. Vernon Square-bound Yellow Line train at Huntington did not operate, resulting in a 6-minute gap in service.",Yellow,Mt. Vernon Square,did not operate,6,12
2015-11-03,16, A Silver Spring-bound Red Line train at Rhode Island Avenue was offloaded due to a door problem. Passengers experienced a 9-minute delay.,Red,Silver Spring,a door problem,9,9
2015-11-03,17, A Shady Grove-bound Red Line train at Fort Totten was offloaded due to a door problem. Passengers experienced a 4-minute delay.,Red,Shady Grove,a door problem,4,10
2015-11-03,18, A Vienna-bound Orange Line train at Dunn Loring was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,
2015-11-04,6, A Greenbelt-bound Green Line train at U Street was delayed 12 minutes due to a signal problem.,Green,Greenbelt,a signal problem,12,12
2015-11-04,7, A Greenbelt-bound Green Line train at Prince George's Plaza was expressed for schedule adherence/improved train spacing.,Green,Greenbelt,expressed for schedule adherence/improved train spacing,,
2015-11-04,8," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,21
2015-11-04,9, A Largo Town Center-bound Blue Line train at Stadium-Armory was offloaded and rerouted to New Carrollton for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.,Blue,Largo Town Center,,6,6
2015-11-04,11, A Huntington-bound Yellow Line train at U Street was delayed 5 minutes due to a signal problem.,Yellow,Huntington,a signal problem,5,5
2015-11-04,15," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,6
2015-11-04,16," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,6
2015-11-04,17, A Wiehle-Reston East-bound Silver Line train at Largo Town Center was delayed 6 minutes due to an operational problem.,Silver,Wiehle-Reston East,an operational problem,6,12
2015-11-04,18," A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.",Orange,New Carrollton,did not operate,6,6
2015-11-04,19, A Largo Town Center-bound Blue Line train at Benning Road was offloaded due to an equipment problem. Passengers experienced a 7-minute delay.,Blue,Largo Town Center,an equipment problem,7,7
2015-11-05,5, A Shady Grove-bound Red Line train at Farragut North was delayed 9 minutes due to police activity.,Red,Shady Grove,police activity,9,21
2015-11-05,6," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,6
2015-11-05,7," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,12
2015-11-05,8," A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service.",Silver,Largo Town Center,did not operate,6,10
2015-11-05,12, A Shady Grove-bound Red Line train at Takoma was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Red,Shady Grove,a brake problem,12,12
2015-11-05,13, A Vienna-bound Orange Line train at Rosslyn was delayed 7 minutes due to a door problem.,Orange,Vienna,a door problem,7,7
2015-11-05,14, A Shady Grove-bound Red Line train at Fort Totten was delayed 8 minutes due to maintenance activity.,Red,Shady Grove,maintenance activity,8,8
2015-11-05,15, A Shady Grove-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.,Red,Shady Grove,expressed for schedule adherence/improved train spacing,,6
2015-11-05,16," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,6
2015-11-05,18, A Largo Town Center-bound Blue Line train at Addison Road was expressed for schedule adherence/improved train spacing.,Blue,Largo Town Center,expressed for schedule adherence/improved train spacing,,12
2015-11-05,21, A Greenbelt-bound Green Line train at Gallery Place was delayed 9 minutes due to a door problem.,Green,Greenbelt,a door problem,9,9
2015-11-05,23, A Branch Avenue-bound Green Line train at Columbia Heights was offloaded due to a medical emergency.  Passengers experienced a 20-minute delay.,Green,Branch Avenue,a medical emergency,20,20
2015-11-06,6," A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.",Blue,Largo Town Center,did not operate,8,22
2015-11-06,11, A Glenmont-bound Red Line train at Judiciary Square was offloaded due to an equipment problem. Passengers experienced an 8-minute delay.,Red,Glenmont,an equipment problem,8,8
2015-11-06,13, A Glenmont-bound Red Line train at Rhode Island Avenue was delayed 5 minutes due to a signal problem.,Red,Glenmont,a signal problem,5,16
2015-11-06,14, A Huntington-bound Yellow Line train at Fort Totten was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.,Yellow,Huntington,an equipment problem,12,12
2015-11-06,15," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,6
2015-11-06,16, A New Carrollton-bound Orange Line train at Court House was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,
2015-11-06,17, A Vienna-bound Orange Line train at Dunn Loring was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,4
2015-11-06,19, A Largo Town Center-bound Blue Line train at Benning Road was offloaded due to an equipment problem. Passengers experienced a 7-minute delay.,Blue,Largo Town Center,an equipment problem,7,7
2015-11-07,3, A Largo Town Center-bound Blue Line train at Benning Road did not service the station due to an operational problem.  The train was offloaded at Addison Road. Passengers experienced a 24-minute delay.,Blue,Largo Town Center,an operational problem,24,24
2015-11-07,7, A Largo Town Center-bound Blue Line train at King Street was delayed 13 minutes due to a signal problem.,Blue,Largo Town Center,a signal problem,13,33
2015-11-08,1, A Branch Avenue-bound Green Line train at Fort Totten was offloaded due to a door problem. Passengers experienced an 8-minute delay.,Green,Branch Avenue,a door problem,8,8
2015-11-08,6," A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.",Silver,Wiehle-Reston East,did not operate,6,6
2015-11-08,7, A Branch Avenue-bound Green Line train at Greenbelt was delayed 4 minutes due to police activity.,Green,Branch Avenue,police activity,4,4
2015-11-08,9, A Glenmont-bound Red Line train at Gallery Place was delayed 4 minutes due to police activity.,Red,Glenmont,police activity,4,4
2015-11-09,7," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,21
2015-11-09,8, A Greenbelt-bound Green Line train at Archives was offloaded due to a medical emergency. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced a 14-minute delay.,Green,Greenbelt,a medical emergency,14,28
2015-11-09,13, A Franconia-Springfield-bound Blue Line train at McPherson Square was offloaded and used to recover a disabled No Passenger train. Passengers experienced a 24-minute delay.,Blue,Franconia-Springfield,,24,24
2015-11-09,14, A Huntington-bound Yellow Line train at King Street was rerouted to Franconia-Springfield for schedule adherence/improved train spacing. Passengers experienced a 12-minute delay.,Yellow,Huntington,was rerouted to Franconia-Springfield for schedule adherence/improved train spacing,12,12
2015-11-09,15," A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service.",Silver,Largo Town Center,did not operate,6,6
2015-11-09,16, A Branch Avenue-bound Green Line train at Navy Yard was delayed 6 minutes due to police activity.,Green,Branch Avenue,police activity,6,12
2015-11-09,17, A Vienna-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.,Orange,Vienna,expressed for schedule adherence/improved train spacing,,6
2015-11-09,18, A Glenmont-bound Red Line train at Van Ness was expressed for schedule adherence/improved train spacing.,Red,Glenmont,expressed for schedule adherence/improved train spacing,,6
2015-11-09,23, A Branch Avenue-bound Green Line train at West Hyattsville was offloaded due to a brake problem. Passengers experienced a 20-minute delay.,Green,Branch Avenue,a brake problem,20,20
2015-11-10,0, A Franconia-Springfield-bound Blue Line train at Pentagon was delayed 8 minutes due to a signal problem.,Blue,Franconia-Springfield,a signal problem,8,8
2015-11-10,6, A Vienna-bound Orange Line train at Foggy Bottom was offloaded due to an equipment problem. Passengers experienced an 8-minute delay.,Orange,Vienna,an equipment problem,8,8
2015-11-10,7," A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.",Green,Greenbelt,did not operate,6,30
2015-11-10,8, A New Carrollton-bound Orange Line train at East Falls Church was offloaded due to a brake problem. Passengers experienced a 7-minute delay.,Orange,New Carrollton,a brake problem,7,22
2015-11-10,10, A Shady Grove-bound Red Line train at Grosvenor was offloaded due to a door problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a door problem,6,6
2015-11-10,14, A Silver Spring-bound Red Line train at Fort Totten was delayed 8 minutes due to a signal problem.,Red,Silver Spring,a signal problem,8,8
2015-11-10,15, A Shady Grove-bound Red Line train at NoMa-Gallaudet was expressed for schedule adherence/improved train spacing.,Red,Shady Grove,expressed for schedule adherence/improved train spacing,,
2015-11-10,16, A Grosvenor-Strathmore-bound Red Line train at Farragut North was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.,Red,Grosvenor-Strathmore,an equipment problem,3,3
2015-11-10,17, A Greenbelt-bound Green Line train at Navy Yard was offloaded due to an equipment problem. Passengers experienced an 8-minute delay.,Green,Greenbelt,an equipment problem,8,14
2015-11-10,18, A New Carrollton-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.,Orange,New Carrollton,expressed for schedule adherence/improved train spacing,,
2015-11-10,21, A Greenbelt-bound Green Line train at Gallery Place was delayed 7 minutes due to police activity.,Green,Greenbelt,police activity,7,7
2015-11-11,5, A Huntington-bound Yellow Line train at Fort Totten was delayed 6 minutes due to an operational problem.,Yellow,Huntington,an operational problem,6,29
2015-11-11,6, A Huntington-bound Yellow Line train at Fort Totten was delayed 5 minutes due to an operational problem.,Yellow,Huntington,an operational problem,5,5
2015-11-11,7," A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 12-minute gap in service.",Orange,New Carrollton,did not operate,12,12
2015-11-11,8, A Glenmont-bound Red Line train at Grosvenor was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Red,Glenmont,a brake problem,8,8
2015-11-11,13, A Glenmont-bound Red Line train at White Flint was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a brake problem,6,6
2015-11-11,20, A Vienna-bound Orange Line train at Eastern Market was offloaded due to a brake problem. Passengers experienced a 15-minute delay.,Orange,Vienna,a brake problem,15,15
2015-11-11,22, A Largo Town Center-bound Blue Line train at Stadium-Armory was delayed 8 minutes due to a signal problem.,Blue,Largo Town Center,a signal problem,8,8
2015-11-11,23, A Franconia-Springfield-bound Blue Line train at Benning Road was delayed 4 minutes due to an equipment problem.,Blue,Franconia-Springfield,an equipment problem,4,4
2015-11-12,6," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,6
2015-11-12,7," A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.",Orange,Vienna,did not operate,6,12
2015-11-12,8, A Shady Grove-bound Red Line train at Metro Center was offloaded due to a door problem. Passengers experienced an 8-minute delay.,Red,Shady Grove,a door problem,8,8
2015-11-12,11, A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a door problem. Passengers experienced a 9-minute delay.,Red,Shady Grove,a door problem,9,9
2015-11-12,14," A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service.",Red,Glenmont,did not operate,6,6
2015-11-12,15, A Grosvenor-Strathmore-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.,Red,Grosvenor-Strathmore,expressed for schedule adherence/improved train spacing,,6
2015-11-12,16, A Branch Avenue-bound Green Line train at Prince George's Plaza was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Green,Branch Avenue,a brake problem,6,6
2015-11-12,17, A Shady Grove-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.,Red,Shady Grove,expressed for schedule adherence/improved train spacing,,45
2015-11-12,18, A Shady Grove-bound Red Line train at Tenleytown was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,a brake problem,6,6
2015-11-13,6," A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.",Green,Branch Avenue,did not operate,6,6
2015-11-13,7, A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Silver,Largo Town Center,an equipment problem,6,19
2015-11-13,8, A Huntington-bound Yellow Line train at Mt. Vernon Square was rerouted to Greenbelt for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.,Yellow,Huntington,was rerouted to Greenbelt for schedule adherence/improved train spacing,6,13
2015-11-13,14, A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 6-minute delay.,Red,Glenmont,a brake problem,6,10
2015-11-13,15, A New Carrollton-bound Orange Line train at Minnesota Avenue was offloaded due to a brake problem. Passengers experienced a 12-minute delay.,Orange,New Carrollton,a brake problem,12,12
2015-11-13,17, A Huntington-bound Yellow Line train at Archives was offloaded due to a brake problem. Passengers experienced a 9-minute delay.,Yellow,Huntington,a brake problem,9,9
2015-11-13,18, A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.,Red,Glenmont,expressed for schedule adherence/improved train spacing,,
2015-11-14,3, A Shady Grove-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced a 37-minute delay.,Red,Shady Grove,a brake problem,37,37
2015-11-14,7, A Wiehle-Reston East-bound Silver Line train at Largo Town Center was delayed 9 minutes due to an operational problem.,Silver,Wiehle-Reston East,an operational problem,9,9
2015-11-14,8, A Shady Grove-bound Red Line train at Glenmont was offloaded due to an equipment problem. Passengers experienced a 12-minute delay.,Red,Shady Grove,an equipment problem,12,12
2015-11-14,10, A New Carrollton-bound Orange Line train at West Falls Church was offloaded due to a brake problem. Passengers experienced a 5-minute delay.,Orange,New Carrollton,a brake problem,5,31
2015-11-14,12, A New Carrollton-bound Orange Line train at Vienna was delayed 9 minutes due to an operational problem.,Orange,New Carrollton,an operational problem,9,9
2015-11-14,13, A Shady Grove-bound Red Line train at Van Ness was offloaded due to a brake problem. Passengers experienced a 22-minute delay.,Red,Shady Grove,a brake problem,22,22
2015-11-14,15, A Wiehle-Reston East-bound Silver Line train at Morgan Boulevard was offloaded due to a brake problem. Passengers experienced a 5-minute delay.,Silver,Wiehle-Reston East,a brake problem,5,5
2015-11-14,18, A Franconia-Springfield-bound Blue Line train at Addison Road was offloaded due to a door problem. Passengers experienced a 15-minute delay.,Blue,Franconia-Springfield,a door problem,15,15
2015-11-14,20, Union Station was closed due to police activity until approximately 9:00 p.m. Free shuttle buses were provided. Passengers experienced delays up to 45 minutes.,,,police activity until approximately 9:00 p,45,45
2015-11-14,23, A Vienna-bound Orange Line train at East Falls Church was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.,Orange,Vienna,an equipment problem,4,4
2015-11-15,9, A Largo Town Center-bound Silver Line train at Capitol Heights was offloaded due to an equipment problem. Passengers experienced a 4-minute delay.,Silver,Largo Town Center,an equipment problem,4,4
2015-11-15,13, A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Silver,Largo Town Center,a brake problem,8,14
2015-11-15,15, A Greenbelt-bound Green Line train at Mt. Vernon Square was delayed 6 minutes due to a passenger interfering with door operations.,Green,Greenbelt,a passenger interfering with door operations,6,6
2015-11-15,20, A Glenmont-bound Red Line train at Cleveland Park was offloaded due to a brake problem. Passengers experienced a 24-minute delay.,Red,Glenmont,a brake problem,24,24
2015-11-15,21, A Shady Grove-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 15-minute delay.,Red,Shady Grove,a brake problem,15,15
2015-11-15,23, A Largo Town Center-bound Silver Line train at Stadium-Armory was delayed 8 minutes due to a signal problem.,Silver,Largo Town Center,a signal problem,8,8
2015-11-16,5, A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Red,Shady Grove,a brake problem,8,8
2015-11-16,6, A Greenbelt-bound Yellow Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 4-minute delay.,Yellow,Greenbelt,a brake problem,4,4
2015-11-16,7, A Huntington-bound Yellow Line train at Mt. Vernon Square was rerouted to Greenbelt for schedule adherence/improved train spacing. Passengers experienced a 6-minute delay.,Yellow,Huntington,was rerouted to Greenbelt for schedule adherence/improved train spacing,6,20
2015-11-16,8, A Shady Grove-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 3-minute delay.,Red,Shady Grove,a brake problem,3,18
2015-11-16,9, A Glenmont-bound Red Line train at Union Station was offloaded due to a door problem. Passengers experienced a 5-minute delay.,Red,Glenmont,a door problem,5,5
2015-11-16,15, A Shady Grove-bound Red Line train at Rockville was offloaded due to a brake problem. Passengers experienced an 8-minute delay.,Red,Shady Grove,a brake problem,8,8
2015-11-16,16, A Glenmont-bound Red Line train at Wheaton was expressed for schedule adherence/improved train spacing.,Red,Glenmont,expressed for schedule adherence/improved train spacing,,31
2015-11-16,17, A Glenmont-bound Red Line train at Fort Totten was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.,Red,Glenmont,was offloaded and turned back for schedule adherence/improved train spacing,6,6
2015-11-16,19, A Shady Grove-bound Red Line train at Rockville was expressed for schedule adherence/improved train spacing.,Red,Shady Grove,expressed for schedule adherence/improved train spacing,,
2015-11-17,5, A Glenmont-bound Red Line train at Gallery Place was delayed 13 minutes due to a medical emergency.,Red,Glenmont,a medical emergency,13,18
2015-11-17,7, A Shady Grove-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,an equipment problem,6,6
2015-11-17,8, A Shady Grove-bound Red Line train at Twinbrook was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.,Red,Shady Grove,an equipment problem,6,6
